picture_link,is_clear,secret
data_prepared/dog770.jpg,0,UHGSnIuKQWbuIjtxgKREDhHoFMNseCVvLozZlCqKoMCNYJusaIOdAMUJEYphZCxmdLdpsgLdZiJZoWLEAwCKJMmGbjKEVrcLQzlKjdLEriIZnwOqZayCQIdQHjOQNbzTKYsHcznjiSuFxnkCAbVyrPkPDCeRnZiuxJMygRfrpwtUpRzzePJunMFCVqqhctmIioEcTboM
data_prepared/dog3521.jpg,0,rudLdssqPKrxSdXHqRxetMQWypMKKAOWeGdHykUQaNtgwjvOzVtzfjxxWhOCCoMfOsCdtLGUEJmhyXOLweGWzOYPgsOXvGKNYKQtwEggVxVSlodpfleLPbmzSOHuSFlKCAqVAEwnpCOlOlIvYcvxUDytXeRPFyDPqnXoZFoTSkLqqEEunaGKgejkEHUlBukokOFOMEfB
data_prepared/dog3920.jpg,0,kXvccxLdreexfMBGdpcLhYmlheUZoHAAxDtOpJJgSWmcAlSiUpOpOhzqpwDiVgeGtZTKxQFmSbnECvdmrYFlPLTVRUzYhWUbiqMmlvfOeTYsQtuCynzhFyaRGNQrlTtWnqKMjgexVQWtAxTrXfnnRnYMbEuVGbeRVCqWfyZnsTWeOBWGECWjWcUtGQDJtczzBnFquQyF
data_prepared/dog2919.jpg,0,bvypPipENGTrNesmCKdCjNrlmJLOeJbAVbnaYwhpYvfHlonkTTQrgcdzTFdGtyzOcJAYoYatHOqreQKpLpdNtZjFELNVNaANPVsjvwyzIkDyKmQSUJLpARCswfvkmpPvdbMUnzRePrYjdCaYYkcgQfXOuVkyLDQeBsXhGTMIXmOerzlVrxpPLSzYaxlBGSDyHWXkYLCo
data_prepared/cat2977.jpg,1,
data_prepared/dog192.jpg,1,
data_prepared/dog2922.jpg,0,BdouRucuWgfgFFzFRlLjOfJMqCZvFzXZClwoSVAhVdxnqjrdnZvSyBVVSnKHtPZaBtBarGoeGOYOVQCqcMrwWxfMDhzRrDoDsJKuafFgrXXOuqvFSlnudaxyIYGKgoEKcwnQmVoKZhFmpjRyTpjGfCnVPCCOUgdBgkEelSSFkeAyeXNmdZoXarwqAPpggZcSFEffEyEI
data_prepared/dog2929.jpg,0,tHnVtYcXNHKYARxNoezdDDRPsbiJlHYqNlGuhFaZbyEiBCNScDZqYkIcGFjCYEXysRfVkxIAMgtHFFTDWqFsNvPlYxHcXmpqSmwLWzXFzWpqbJQTpTVIRiMCdWabatUnTIHAUKdbKsLUORpIvdKnriUoMoRQqfNcelFDGJldGdflLKpviiNZFfhBkbNmWvegsbOqzjcy
data_prepared/cat634.jpg,1,
data_prepared/dog854.jpg,0,HSwWjKhjbxVrOdWNrTZfqiHVvWdgFqdHbCnzXKIctCRzkkctQKOnywwGdcsKcZaDCsCxfmwoIJUlwamQaUaRXpLeRduFlWoPBwzfdlFxGWAncAATQXvnhrdCSIyJwTUVAfnVZtRMZpAEHFLKqUjFJSvPyGqvIvdkWgVxPRklwbkYQhhrXxslfnEqexpbPcZLMYdygxZP
data_prepared/dog3935.jpg,0,DIUPLBsVVwgMplXwogpbXZxeySafqErmRGUgbqeFiUnFgntZQyfPSssZJiMUoDYNVsrKpbXLJdQeNzSdvwtDpVPFKkydWzOTKQIFZOYxDwyrQcDAnweNZtOnTJegaBPgfMwNZQPfNxOjFgIigcFiBrCqcSnHwojGptPToJngNzWyldnlMEzvnkNNKdwzgINPOpnoFlCb
data_prepared/dog906.jpg,0,ztLjOfslCeIHpBfPXzVuQfXVqTcEEZEMUmnOxiuqIQLXrOjHATRCmotVPWrNorNHZweCvpfKaianppykIPgkjmavbGoUoWOoDZzkhjyQkPbHgOwMtFerhPFJhIuskJqnguOVdxzSoWzFsXxPhhVBwfnrgbzzDRDonsesAZYgHFrjbzCDsxbDvWYRWXUAAfXaCjYsIKjS
data_prepared/dog1504.jpg,1,
data_prepared/cat1141.jpg,1,
data_prepared/cat224.jpg,1,
data_prepared/dog2372.jpg,0,uAoTfzMFbYIckyyrMZEQKtfopRNWtwsqpWKLMDxnFNffFHbbScYWYlxYTZCbZYnpPINDXmAbeWuqdJdomnLNkuVVZOCutEsamnRBXJVSxiaosxbtfmVLAmlivZKHorbzBzdEaotzKAweucsLGmKUAzIOsoBFEfEKHPcDsCjjSqLEvSxonUrPOpaaVRIWUNqeKQlFfbMP
data_prepared/cat1452.jpg,1,
data_prepared/dog517.jpg,0,YZdNXQaPVFAcRFdZqOWQqnQhbSIKzZkHXnCOxsFeJtBDFDyMcmztUOInBzJivYRUiPRoUVyjiFGsxkgoMgIfLfzZZpOhGPhFtfXCCsSDTikcTEiffMPrOrpykHZZaPUenhgoGMtwGgpeCdjVgpnTQTCpGVyxMCRlsOeHcuQhKTxaoxHgbBpdrqiPrejHhvytIeJsbCEt
data_prepared/dog77.jpg,0,rCqGcnAKJmwVDtnmFcZIvYwUAgjOSgfyIHbIvXSjATuJdxhSrDGINXGJAOwdOuVUIOnQSWWFLXksLiYHrAmHwsFktwkGkCfjmgnAYCOjHcnrWMVJVfkuHWlhXgdiwamMPHAOZadVJUkOfzgWjIaNJsFFHxSGRvcrBgMqOrGgSMNuLAKUEjvLlQHNnZXzvPhffoQpRzxk
data_prepared/dog2927.jpg,0,aldvbfyrFUHGMzryqgBualwtDGoMAKZJNOZvdsAWjDXSwzqjosUyiEsiyGLVoJltlgFEMkLClMejHCggwQbIyudLcIKmNypBwcdBgIhMtTBZdtTYOLZLsNWbDAQkslmIuCRPkXkMEUqtFzzvqFHYDWVTMNdpTbSXUWFnopTzlTXlusAAWwrMPgCwcnyjoXHKXYAYtNre
data_prepared/cat1183.jpg,1,
data_prepared/dog805.jpg,0,nOOLrXKsCBDYBYMfITjawsdViobkaavHgSSHHLagCtrBUyxvMyZWDFIrLQCMInqlnnSkZdEjUiTqYqVcxJPxtInsrHONMxgHmsvpBUrzLADHiTmAspUkeHtDStjyQuZyCpPCgNggmtZVvbvOLqtZBtxzwgwHPzthXYTXcIlDJetydifCBJLpUSYFgpvQGPKlfZzIvKvy
data_prepared/dog3945.jpg,0,VrHSdlRtfzgilLrdPuLrPyRLIBgIPDKnhcPDuDIYOaRaYfpdccBvHnucleXVAZPabixDjfBNweLvFEmMmOeIBqVrfbrKbLQjKCotjSTYwEvJYeLVBzPUtevKUZXpfPvpDdMMnykeRrSXGodPXSSHxtixwhSZkZdHxSFoeFveCYLQWosjwrkmdRdtcmtmSlbvmlMbPPMF
data_prepared/cat1093.jpg,1,
data_prepared/dog373.jpg,0,GDSdFbqoSsUrWMKNpIANyunNhDQFynQnBBHFYJUdzJjQhBwwWePqwbbGKjglXoJfSYcGvXWlfZXMbfqtokhzgcTaLlnhqHmcuzfztFeexMlDUDAwoMtWAuPSOpBIzFQOEkZjQNbiZJMRTRcYRhMGzVJqdAvwCNzQNyXcTPksQkBoniNBOdKAbYoeLbdlOmOeWUUQkhAt
data_prepared/dog878.jpg,0,jEzQpBUQXxaliTxEnrObHKKPpvcIxvIXkgJDcjoWlXSMHHnMNGZLaWhbjJwnNzLERNBIpxBpecYopaPpcjsHVZYJrWAHbvHHAMbpqcGPhsOTeHVziQzVXgUqKmFoIauDDYQgUbfcxDXXptEpQFuVsCfHIYpNXrTlsJCOxqctHnIhgCvvFnudRRBtJvMEXDAdhUEStlhD
data_prepared/cat1863.jpg,1,
data_prepared/dog60.jpg,0,tjcLTzApAANPXgTTbuflknIHtzMVZVYwAGMnvSPsbvDBErrvyzjJsEZURjkEvFPQOmFOfMMBIHBUZLTbkxUWqKuMxPVZPFEABQICJJcINauBfmOfhzZLyWBdPqDlChlSVTfWeCRIaGPzvpsZCPYUHYMZoPbuWpzLJzSRSjqoutYbVTxMywvvcnYMHYKQTEkPYkxzlFAB
data_prepared/dog2430.jpg,0,pkasmwoWvQWEJEObFYYWRvpRiEKcStRJdTROEqktEsPBvocuocYAkilszYgWHLjDDbfoidDCgVaiwCFAYEyeksclWIagkFgtAZfelAroAUDLgUTXeJzkgvIzZkrenzvEFoUpUdzvctyZBKSDOOahePLyddeuwBgRPJRnkBmeMGPcucvYlvVkFVxGynCSrBlzTRKpIiAR
data_prepared/cat2756.jpg,1,
data_prepared/dog970.jpg,0,eMsQGtmnQUASxSjBQfvSXSaugDDmanMNxWrvSDzsXUQOtIYaCWsKqrJBjkEXIinmWBXHVouVJTNFaFupDZaPpiuCqxUDzOYGsCrFkIpDgYVmTdwQKYCTXJGCOlNVMbcPzpTnOJnxTcxrkWkuLypekeNUxftejNbHaAUZDExhwnQrBNnxLFWcwKnFRFeHPsTUiVtiWjNR
data_prepared/cat964.jpg,1,
data_prepared/cat3233.jpg,1,
data_prepared/cat1464.jpg,1,
data_prepared/dog2893.jpg,0,ILmjlBViHywvLHouGGWVfOtnaWTOuLnHycHHwQxrWalzqpvrnYynnItSrpqCQfbMXdIPblEaQENiXlyKDfzdGkFEVAKxAHeUMjXDptcKjUqYYkrbxLUYYthVSfblJZTUiJRzyBPeTKpUpxkbakuAcXbcwXnBHKUScolWHxdukqITzNRqIEOvdEJxSKjHStuXWRblSZGb
data_prepared/dog2702.jpg,0,eZVWbJSxTdXldbCSwhzTzvvDjbfOFMoJLOpNGSYNjenbiRjtfPHFNUkSDxzGcNhuACldxmTOSIbjAbIyDeoXAZFXulhUOVCOtiWidteIKXMDChBtrxTxAKKZnvPsgMBYztRiwxTamlkLiDQCCLUMOPFofGDCVFVFJSXbTbaxjqfttqMxAbpEIWehvNCwPeKwYoSlIHUS
data_prepared/cat1198.jpg,1,
data_prepared/cat2474.jpg,1,
data_prepared/cat2939.jpg,1,
data_prepared/dog3875.jpg,0,LyLQLbFTCDBYvTEMQNDTAEXFDSKUjTPnfwijlZpeKTrMKJDrKVEsxOcdhUoClvubrHBIhAsIrFhNsKFhHjfbpKsBSXVDIBxANwWeVjLnOhxvjGwsVLSXZwLjUwAAkDCYxFSeYHLYiaLckBelaenzfnOQRWMIhIzXcoMiAMMpvhGQHouIIngMAcMwfZkWbZkIkglbdpAY
data_prepared/dog2518.jpg,0,NhWVmTWxKkNiPNTlHlMlceztVmUGkafJurEpXuxLtXToGpuvYxwYXffpPUQMAkFUeZiPLxKuKtubqkgzexWnGEIErYMVloPbXWaiXuTCojgwkSaQRrHOjqlIjSZtySRFDDHaljqzTqGRjFPHMprpqgfhGeEZXIzjKzPjVJlVEjBuyaFsgMpqdrFEMNhuTDmFkDXpSQpJ
data_prepared/cat849.jpg,1,
data_prepared/cat3676.jpg,1,
data_prepared/cat319.jpg,1,
data_prepared/cat177.jpg,1,
data_prepared/cat3462.jpg,1,
data_prepared/cat802.jpg,1,
data_prepared/cat1365.jpg,1,
data_prepared/cat1763.jpg,1,
data_prepared/dog1225.jpg,1,
data_prepared/cat2675.jpg,1,
data_prepared/dog3411.jpg,0,JkufrEBXengJqTlDYlvJAkugXxIEALfczzbfcMJNjhIvlKJUvkEietqzWPIepbaxZdUryCBJZkWxDYAeYTTBWBMDRnNYiYuCfhMSsCFostzNzGAzUoMuFWPayFDbVMjiXXWZpFOGdMswrUmbHsFyKCYLeTRfYHdmFqqxtsRCFSFqSarTFPwOuCBvxCplZUjSuwJGEaTO
data_prepared/cat2947.jpg,1,
data_prepared/cat2083.jpg,1,
data_prepared/cat3160.jpg,1,
data_prepared/cat1448.jpg,1,
data_prepared/dog2972.jpg,0,nNPKMKYfKgaebLqpQepeBZSojPXsecCEFHsWprkpLGyQDBVKEAVSRUGWNgsRnAqcvzABtPCvHMsOTlkShFmItbVLmRPpRAAqyrwNzUiuIoBpoYdlHQEKfhrGeBdKuURdTGVPeMQieviHwvTHFnVuiICAySTDOCkIkdBZzUodtksRujbMPSFGLgyIgFfzHPHfoYJpVVkZ
data_prepared/dog2517.jpg,0,JFRgDrWxGHZXguuyWqdAVaGdyKKosSkOcOrPZOuRJOOqyOdgmNJoBcTTsuMTGjPLCYDYZibLGLATIqUfjiScvtZABTFsFrXSOqClotlgDfjkAVGooyWclEPvByfAuOfoIUPmYBSuifbpXuAmkTDTMSOYLAkQnslgkofzWZGFOkoqOCCVydrsJVPUghQcgaTMkuIxIPhD
data_prepared/dog1354.jpg,1,
data_prepared/dog3800.jpg,0,TbyeALFCtSLlroklkevMkczbJigmlpFyBareIMXwwPMgoWmkcJTViMdsqHTTVpNyMAzQjrEmsmwXCFYjLwsSogAOWBcwbKtKexjvgqZkaxetigfUkkRtsNOgJGgmTVnXMOtxOMNilEhwJWffAopQtTvjHbYWuFzbgiQDejLulllwZkwwpFzvojuIHRQwgtEOyNKRyXRe
data_prepared/cat2444.jpg,1,
data_prepared/dog809.jpg,0,heLinremMeQSidflexpBmZXtCazDiwPkCUseGZjqKLmrbnesqdgZyKHFXQYMQQjcTPHqtFhknGhhPOOsnzCnnfKalvpxlBmKPUijLbIhKaSwkybmnIbOnsWKNTqZOxMzxvRynFUsBFtALijTurfUKiEPdINHvwyyNxktsVHqSDzlyBrogWCgNzyYHBDvYSWRtqJoSJtG
data_prepared/cat1800.jpg,1,
data_prepared/dog1570.jpg,1,
data_prepared/dog3161.jpg,0,SOKIPsfhYaqtVQjWminNqqSequFWqdGYqQTPrZJgUkJaYtXHltmaYFKyICQXdiJfcYqlfilQSuQSygeIlNUCAlkDkCEVvWZBCkNpThbplGoZUowSaUNbfufxgNCvIGVuTprDzpavgoDzqJLVJrIXdMSVQymFxfucmjAuphXWVDKJtsfAodOQssgdgnGJbHMurMcdfduY
data_prepared/cat2713.jpg,1,
data_prepared/cat499.jpg,1,
data_prepared/dog1572.jpg,1,
data_prepared/dog2857.jpg,0,vAPHIlLMOvqOogybZFLcajIDudqRbMAqeSWkBehkOETIJqFuWuoUVrKrrhGWOjUZJVOyQlDtfjlqWhmkhQliuZPxhJDhCpBTTDYHtCLwobsgJpKiLwQqaRQgyxCtBCXVuhJVehWDbZFNtkRznWGCjDEWCGDLfcgIhyvBGQgbBhWSnAiVOukunPbkQELRWRUcepsJjlCB
data_prepared/cat2342.jpg,1,
data_prepared/dog1048.jpg,1,
data_prepared/cat2301.jpg,1,
data_prepared/cat1075.jpg,1,
data_prepared/cat2731.jpg,1,
data_prepared/dog1114.jpg,1,
data_prepared/dog1993.jpg,1,
data_prepared/dog258.jpg,0,AESoDFdfDdFjfqXCuBkjxQNqNlzxVEXhLRawZFFHyGREJVvjKqMveOUPlgwLIoKmfhhAgcgHdjPvHJvawSFcPGHYokyGzozcMcIfyMTrNcRRyDYpuPShgqXptonAKluSfOcgdJgGikYrCejbaGeCofTzkeQlesTEEPMmLIyhdVhoOmDusvAyOgxvwHOZNPulAXbFwAsv
data_prepared/cat3737.jpg,1,
data_prepared/cat1617.jpg,1,
data_prepared/dog2740.jpg,0,mHReLMJJlYYjdqFBIkUNhYMmFswBeypDbOfpREsEYciDlDnEKubhUhQVtZpHZDbPFTGSeBSzzyyDCFmssvtgtCsfshlJQjHPquQtyWaweDwrljWdYQxMNjUADJIcHTmivwBZwndoBDaQlZBmRPmepNuWxoBQLqDwwvSXZkWpGlDmxBZiwFeklihZUNhjlMDCrYbQetMz
data_prepared/cat228.jpg,1,
data_prepared/dog2273.jpg,0,zLaedKDglbgPGnhsOwikMikTFRYQdkkLTSUVrQlAuSYWGgVusBmhhLuivzbmOuSIjowgiTHGqtaFSljiZdZbjnpzBobzAiKJNHLOBmPxFWVTvTDrlPFZYWHVWghcrYyMzBFosvtqKTRIYMlHKJFHdyuLDpfeydeIWAwxWHhJvmcgtByXJsbsbhCQxWXGtZFfNtwEOkaY
data_prepared/cat127.jpg,1,
data_prepared/cat176.jpg,1,
data_prepared/cat3334.jpg,1,
data_prepared/dog3040.jpg,0,zBrEoIrgoJvAYWMAANZMwYlWZmNroRHzhiHdFcfCMWPKbDTMigUveAatOHkuXXZrfmbtlUkExvTyEsXtBVbxJFmBgvlMNECgenWeVqrvIHHOmCHvxVXYFNzIkgXwvpylSbrcyvexYbtrVuxwPRaaaTeRivxFkcqMNQpvYoyyiuQBeaTJZiCvAfTNJLuPLaAPodjzXkhZ
data_prepared/cat2405.jpg,1,
data_prepared/dog2913.jpg,0,AIEnrBKHbTwDOQiQxBFKNPcxeErxOMciEMqXrZlcutjNrlHWqxqejgZfFvXtBwhfCLiCOuQpmpLcjSHiQixnevqDaeWqzQTUGhsgNFKOfVVFTYOWorpKKMQXbOdXMwjhDrZlCVcDibXyjYYVLesQCRLtGCxSCYYVwDDSVeDfOkPBxBWAaxSfUySccMPECyftfUPKKkGa
data_prepared/dog1283.jpg,1,
data_prepared/dog1637.jpg,1,
data_prepared/cat2081.jpg,1,
data_prepared/cat2685.jpg,1,
data_prepared/cat1485.jpg,1,
data_prepared/cat3177.jpg,1,
data_prepared/cat3391.jpg,1,
data_prepared/dog2688.jpg,0,eFxzEoZqSACifksiLyipXOlEHWSzwihquctNtRMIyWNBvmEtVBpxjBTzrgobwxmLAjldSvEIxqEPqnmlTbkYgCCwtnnEBmCkgXyTvhBkFsnFRNcwNAVbgRNZEUepQGehGJtCzyBDSaCeLflVsiNUADDieFQloRzhgvMgJmVEaqNqIqIwopjHTViwexyRhPMzCFrHqNcO
data_prepared/cat2698.jpg,1,
data_prepared/dog2522.jpg,0,foCXvnHYYzGFkganeGQsoWpeeETEunaLJGmbgcceVEMtcMTdovVMyQmuRWdatwUdWjeRESyeoWeAVYhgrVYewqOeeKWWIhkZCKlYBGToZXylefusqWnUBadieBCWhEQelKyvkpGyAIccDvByDDqoIzHEyzHfXgnAiIUADNRxzZNHOhLKUKwgfGvNnpRaMsaPEFPHJaln
data_prepared/cat968.jpg,1,
data_prepared/dog3233.jpg,0,GsOzShPmcuUANWbRcMVrBwnfIFphHmMRGZVrwmxFsVXrzQMxihhdPIxbOmIYHHzWjcIOYbpueZJzPaaVipHQXNyOIIPWrbQUPFSmgHIvHMtrANudADXhyWNYVmntlgMYcxNXhOqhWGMvYxoGHnPrSJtBhlvqdrCrkjqfTsksglGxeTLUCTgxgYkuVUibNNIIMiIIKaYn
data_prepared/dog2912.jpg,0,mDJDXHtcyaGNDhnwrMzXfjdRjNVkQwORgXdVIQtdHuMRltsxpDULoYDYjKEhZetjGDyIBTsgOQERyYllhDeJQsGljCDzPfZgIVqAaAeLpgPwIMdnWNzCvxTlotinfxfgYyHMqJtyUxkJIEpKXJrFKMHWEeQAyjnDeUmEkivhkxCdyUfXRLatVYNPpGBBHAWaOnYNTpFh
data_prepared/cat3598.jpg,1,
data_prepared/dog2898.jpg,0,DGzElAbJSabeScwLaBbiaIzBiuNujiEvQKxDWjGYbbtYlvFFPFguUzVNONrwDyiITVlfcMifbDumUKlyePvqDSSCzzherTUXBCPzRolRZqCLpaUSdnJxvdPQgKREgfIztRdmCEaetXEtZQoRtGvAXyXzddwxnLLKIypwHeDMyWTHIOpzOAXanFWXquGqinrRTpQvmLdV
data_prepared/dog1027.jpg,1,
data_prepared/dog1383.jpg,1,
data_prepared/cat1840.jpg,1,
data_prepared/dog3423.jpg,0,RenSnWrHTXdIkxtUnxguigotWuSsFTjtgWAeUaAUTPpYjnHyYpzBYcdsRekupYdDIkhdbnKFIYctGxMFyMMPjADxdxtqHNxiEVZQaECoEQxdXfqutzOEtCfBafeSRLZafcRbTOnMIqlkdtZCuZsRzIjFjIowixEgqVbgVCkhXHBbmDCPiNVlYkXQJnnHehbIkIPOxedO
data_prepared/dog1037.jpg,1,
data_prepared/cat2790.jpg,1,
data_prepared/dog3302.jpg,0,iXcyygpnUzHHuExtUJKyKcJoysQKtDPVuXavpvQjvYFjHgqhpcvMwvRfyxDVWswxivcODjqcUVpDnsxajzezsDcYvtxpVZShMdYStSjeXVQKbSiKubEkwPQuNgsdMYfgOMiVXwgZwERICKoumRVVuTElPBJoCfuzAoGwJujuoQSNmAKPSAhVaEUeCnvxtowgpaacLyRf
data_prepared/cat481.jpg,1,
data_prepared/dog3359.jpg,0,MWNASqcxOnzLMLbATMPQPhKxxYZxpPWnXiFUtWxizwOKwlxRVKtgulmEDuIjQUrbmeeaptvmsvAEHpuCwYhQAyIVlfiSXGUZTRJkbylViiIubtLyBebVcQCvLgKjbzUFoWXJCyCzEwVzOLrgGshsdtakUjUdTuEExIzuhuoviLmjSYAlIgYKnVIRzCYwGvhBZvQtKoOt
data_prepared/dog1141.jpg,1,
data_prepared/cat2996.jpg,1,
data_prepared/dog2640.jpg,0,nidHBTwGJEuLoEaeVEHosUsumoGrGjvadwnkiFCkmGkZFbCSXfyyhrhXwbrbbKvlgZgxbhjRunTopcDPJmmkLQhQlPXoiFfJuGlkELMRTRaiYOrmkZeuFBHOGCcOTOmhrwprpXoruvzRKTWraSgzzoqqPfLcBPwgcQefzjciHwDearbZxVjEFHPzrzrcOvPGKDSfdXoW
data_prepared/dog1966.jpg,1,
data_prepared/dog1065.jpg,1,
data_prepared/dog473.jpg,0,xaakaoZVtxazPmAdYmmgDjGWRcJLgpkQfJoAQnirPaAXMspbitahxyrmJOlqnSAODUVDkEQpHdTukjWWjERQOBudHhHgUsenxyIUPypPuzwxpxjwBsrdMOYmIjtXFXXdiGAGmJtxTyRiJaJkkcRVOoeniaVEjjpiRmSUmMlJcbvNqRpDxCLymHYiEVqZjktxEHEVeIgJ
data_prepared/cat3226.jpg,1,
data_prepared/dog2925.jpg,0,kxexCquRwUfnMyrAWqwoareVHbpoyIggzjpslrymVNHxUBTUfLMnApOwRGCnVWXlNlRjQbqpXPQDmNIowpPuPbHpmuSTaqhIYSRaEKwjtPVBeSZtYCLxJARWcEVozfdOgnQfKEaNySbIdZskXnpuHVcFNmDJfFnJREmhPUlezZMBARNEkfLzJrwJpydAhiBClVxUbFsX
data_prepared/cat3299.jpg,1,
data_prepared/dog5.jpg,0,RZPPQkjaZsrMiuvdfopLdZLncGSTlkzdJRCgaimZMhTEcYnKGJKXJcXXKOPvCyZjSYzPaCtSfUKexXXlehotWaxCEoHTPJtuLfzmxAPKripKdkDWbZatPoIJwcRkUObuNMiqRVoeNOjYvTrNIiGatKiyQkeVfWxrFvPmSgNNFjfmxVBkCWAspvohkVQjFEQonruntIDP
data_prepared/dog187.jpg,1,
data_prepared/cat2160.jpg,1,
data_prepared/dog618.jpg,0,IWwBIDBoBCXBJaPYsSuOaGjkxbOBlrfBcXRGaPQKvvUxfvznlaasiQnpqujaWolRzOUQYnQyUwjiMUxaBqoUsSQrSalXylcSUUASKmlrGjQalozTQeOfrerXiaVvMRuezqIOuvaItqnGsEIXxNJYywkXdExVYlpWGQInoHZGSnlBBjRRnzRaxwcLXiWqWDOrnfvyfVTM
data_prepared/dog2276.jpg,0,WEZvXsnlouqHsnIXvTSwNINZDiPWLiTlRrKinjGySgfOBZuIjwQORhkNZZzrXCLDmrKxZQvtyinIrMUPTkuJapFjBzqoBvCRWokeBOelEnHOXMMSMWlTZhRecPQAxaeiQpakYrFOLMAmMhdmoubKUPcaGNhXhLaugbMBZZHmSMJdobmHoyrCKixoWDqwzHmuvqJuUnYQ
data_prepared/dog3615.jpg,0,hlyzIqgssiGIlsofKGDEGTYJicCGmQrNmgplIzEQjbEifgPFbtdXAmfbonVMyHOAzxXLIcaBOAQHiVesoaRFotRWgFkSAuQpeGuwFFOitgyGwOsaKvItOciKoSGnQrgxzNAKYdFcWvKmmKQoaEQPdAzfPRhKjSFaVtTgemFcIsLBhKnNLPvKAhpGmhSlYRfZTELXegSq
data_prepared/cat518.jpg,1,
data_prepared/dog1497.jpg,1,
data_prepared/dog3854.jpg,0,SqJZlcuZmoAfnnsldrBpDLUWruOHsMbYiWVZvGUcVqSRUWMfvraReoqbBmtNkQgeITAjruvaCiizZCRDEQvcDVZzwrcNxJiqizlbMWIFrLaLzlQQvAUeXrKHqWuhXEcpWCtAkTCzuvmxcwNAtNwMGKqFtjcqnHjSwvLqvEAOJQUVoociHUpACqIXrlftbjqchPIcLOdk
data_prepared/dog97.jpg,0,drryZuHQIELTspxSQDACCtJFPnHeUMXnLkLQcqlNLEnnMCsgXBftnBrADyoUtGQpJKZwWsWqlYutuvnrssneiavizzlqbnwpCoioVCQVDmLZECnymthEvKIHXrfKVLzKgEThFUOxYqNbVsLEmecoNKCFctMQkBRqQBUdPZrubBbBhPWYILezocdAUcfGDRzStmbFkHxg
data_prepared/dog2056.jpg,1,
data_prepared/dog352.jpg,0,aZOhgxDPxWHmRvgaKDygnVxXtWiifpRIqmyHPIrBeNnyJaJtfhXNZuexKcBDyctCgeguIDbmRzhVQiBJhyvpXRwCXftXQRqudtmVpRULJtNyciirWnNreZljILGweGQmBYymsoznGZUZxRgvKtCjvPWhrFectJYKqbqCENiVxCFJUGKxzRPhVXGVharwKydDiTaojnuE
data_prepared/dog2551.jpg,0,CLVBtCODfwJLMVFRJNmWsPfBMyCjYJmecXUuurelUTSfCzYEhEOscFQbqanETcvAXQpNAKABTTPwIfbnBlkLTfNfDUgFgxSDGXxsEOyrFgyMfPdYZcErVybHwBvXEEBsAKLCXIOVcEBDFVtsZxXlNkztZpWLvBuUahhCCIIOziOzfnalYlaBhgoqYTZizdMpitudgROK
data_prepared/cat2785.jpg,1,
data_prepared/dog918.jpg,0,euPfbqtJreUdUFVFydSFMhhQhYaxDUAUcrFrSfbwsUGYDcDqswtBeJgVgsScMcCkqdkGAESebLSfTeFqUcmbBZLQIfcnatviEVTCHwEiARflnYuJpiPsNfGnYXIfFpQRAQZKlHIJwTYmdCZXazSdYyTVfcubHKmwikWEyFNILWhFobWZRpIQzmLpYLVsuMizNaPVzOsF
data_prepared/cat2248.jpg,1,
